238.000000,53.000000
241.105225,57.787323
243.330078,62.939209
244.725830,68.421783
245.343750,74.201172
244.451172,86.514893
241.062500,99.609375
235.587891,113.213623
228.437500,127.056641
220.021484,140.867432
210.750000,154.375000
191.281250,179.396484
173.312500,199.953125
155.000000,219.000000
136.000000,199.390625
117.242188,178.341797
96.750000,152.875000
86.893555,139.206299
77.851562,125.298828
70.040039,111.441162
63.875000,97.921875
59.772461,85.029541
58.148438,73.052734
58.395874,67.497833
59.418945,62.280029
61.269653,57.435394
64.000000,53.000000
70.625000,45.707764
77.671875,40.552734
85.023438,37.304932
92.562500,35.734375
100.171875,35.611084
107.734375,36.705078
115.132812,38.786377
122.250000,41.625000
135.171875,48.654297
145.562500,55.953125
155.000000,64.000000
162.203125,55.390625
170.451172,47.599609
181.125000,40.125000
187.214111,37.125244
193.720703,34.947266
200.581787,33.838623
207.734375,34.046875
215.115479,35.819580
222.662109,39.404297
230.311279,45.048584
238.000000,53.000000
